dnum,sales,pool,ev_expost,ev_exante
2024134,439880754,2554819300,5.0781,-1.4341
2024135,465732500,2530793029,4.6851,-1.6406
2024136,429233698,2537583064,4.7592,-1.5971
2024137,446966366,2243778557,4.5435,-1.7012
2024138,491074898,2200503777,4.6310,-1.6593
2024139,456605906,2219122799,4.9311,-1.5790
2024140,459136590,2261925902,4.9249,-1.4388
2024141,481535824,2238110251,4.7358,-1.6389
2024142,441190576,2200464970,4.6191,-1.6700
2024143,463226948,2225060896,4.7774,-1.5516
2024144,491869822,2201545229,4.6511,-1.6433
2024145,451419346,2203223647,4.7877,-1.6112
2024146,413166618,2131435845,4.5946,-1.6763
2024147,438660552,2158588347,4.8805,-1.5214
2024148,412346050,2188407705,4.9852,-1.5261
2024149,411127632,2219207042,4.8856,-1.5089
2024150,434694410,2266121359,5.2179,-1.4333
2024151,428356574,2263285189,4.7341,-1.6187
2025001,404437376,1792900594,4.6463,-1.7038
2025002,439670530,1854289576,4.9819,-1.4346
2025003,396515706,1885210987,4.8829,-1.5235
2025004,391221400,1887440945,4.7634,-1.6092
2025005,424386010,1858064417,4.6566,-1.6611
2025006,388340672,1824655469,4.6162,-1.6577
2025007,388819806,1861548871,4.9509,-1.4347
2025008,419205612,1942395126,4.9675,-1.4347
2025009,375791606,1921378198,4.6300,-1.6457
2025010,385376562,1767703481,4.6297,-1.6976
2025011,460490078,1811025553,4.8922,-1.4664
2025012,384392632,1841105218,4.8823,-1.5113
2025013,400862420,1866519971,4.8725,-1.5488
2025014,376048608,1847958110,4.6752,-1.6526
2025015,381850646,1778497050,4.6095,-1.6719
2025016,422332862,1818910823,4.9019,-1.4958
2025017,385907866,1857043294,4.9756,-1.4345
2025018,389691430,1842439055,4.7260,-1.6358
2025019,426478858,1878573590,4.8927,-1.4662
2025020,397475096,1882831619,4.6842,-1.6069
2025021,406699544,1838921415,4.6654,-1.6575
2025022,439339144,1888281245,5.0991,-1.4340
2025023,386827864,1866674645,4.6401,-1.6551
2025024,390568100,1900501646,4.8653,-1.4987
2025025,429174194,1936093458,5.0034,-1.4920
2025026,392951650,1952743893,4.9543,-1.5646
2025027,394720204,1938498165,4.6744,-1.6372
2025028,417970572,2017782256,4.9475,-1.4348
2025029,393060268,2028095174,4.7957,-1.5950
2025030,395500258,2062046163,4.9444,-1.4747
2025031,419594048,2023566815,4.6671,-1.6585
2025032,374535064,2042155440,4.7503,-1.5511
2025033,379779720,2023890601,4.7102,-1.6484
2025034,400660020,2029352539,4.7257,-1.6006
2025035,375726786,2060934078,4.8804,-1.5062
2025036,372292440,2097342123,5.0124,-1.4342
2025037,406066676,2106170670,4.7639,-1.5963
2025038,378571560,2102284821,4.6936,-1.6260
2025039,381434232,2122857171,4.8467,-1.5298
2025040,399308858,1998970150,4.6339,-1.6894
2025041,377141604,2002373802,4.7596,-1.6056
2025042,385795918,2042981318,4.9185,-1.4349
2025043,409814910,2048930620,4.7525,-1.5992
2025044,373270898,2048222162,4.7729,-1.6155
2025045,373242104,2127821193,5.1557,-1.4333
2025046,399679256,2171296641,5.1202,-1.4644
2025047,364051920,2211042881,4.9132,-1.4348
2025048,326832578,2265448315,5.1027,-1.4334
2025049,359533236,2248298531,4.6664,-1.6498
2025050,366315720,2229936825,4.7349,-1.6393
2025051,365959336,2225343467,4.7064,-1.6224
2025052,390015600,2129007256,4.6235,-1.6879
2025053,367998390,2148558912,4.8560,-1.5339
2025054,374131396,2224737559,4.9221,-1.4348
2025055,396605082,2277473550,5.1323,-1.4336
2025056,366700300,2296183528,4.9143,-1.5587
2025057,362960216,2235456730,4.5695,-1.6717
2025058,393500536,2233844001,4.6838,-1.6180
2025059,357078086,2266201070,4.8619,-1.4486
2025060,358070626,2329561958,4.9418,-1.4346
2025061,366761624,2341944468,4.7684,-1.5721
2025062,353685018,2367795314,4.8796,-1.5256
2025063,366105242,2377447244,4.9689,-1.5965
2025064,389225746,2388057766,4.8015,-1.5924
2025065,357848508,2410421705,4.8728,-1.4995
2025066,366359214,2400049823,4.7453,-1.6355
2025067,389127714,2377972199,4.6747,-1.6494
2025068,356576372,2290992555,4.5736,-1.6893
2025069,367456356,2342801953,5.0321,-1.4341
2025070,388014508,2371986371,4.8193,-1.4949
2025071,357410052,2406971013,4.9506,-1.4346
2025072,359396990,2421739287,4.8164,-1.5762
2025073,388648778,2374540018,4.6655,-1.6655
2025074,357617458,2407444608,5.0250,-1.4783
2025075,356433094,2390134063,4.6686,-1.6442
2025076,380376886,2396570293,4.6912,-1.5819
2025077,354913968,2412167034,4.7923,-1.5787
2025078,350559496,2491153983,4.4204,-1.4343
2025079,380647944,2518044933,4.9009,-1.5220
2025080,350614738,2502765112,4.6865,-1.6386
2025081,353894972,2529126398,4.8400,-1.5241
2025082,378156970,2558698192,4.9150,-1.4625
2025083,352801672,2565049782,4.7436,-1.5981
2025084,350903250,2594607446,4.8964,-1.5129
2025085,373432674,2572231246,4.8364,-1.6406
2025086,345276906,2535971590,4.7005,-1.6608
2025087,350994188,2559651509,4.9081,-1.4523
2025088,378870024,2602087534,5.1259,-1.4336
2025089,346126366,2625969286,4.9317,-1.5157
2025090,358843770,2427919422,4.6359,-1.6942
2025091,381527438,2443475122,4.8317,-1.5742
2025092,350909082,2456759248,4.8122,-1.5752
2025093,356349402,2435085847,4.6757,-1.6516
2025094,378464962,2456203693,4.7785,-1.5603
2025095,347483168,2468316703,4.8925,-1.5824
2025096,350353036,2531810580,4.9096,-1.4348
2025097,380958632,2597968523,4.9205,-1.4348
2025098,348777356,2518876889,4.5748,-1.6887
2025099,353036232,2588706689,4.9474,-1.4346
2025100,383791808,2597220563,4.8486,-1.5979
2025101,350895240,2615069983,4.8317,-1.5409
2025102,351383918,2587063782,4.6470,-1.6625
2025103,385480320,2655260007,5.0227,-1.4342
2025104,348590986,2720046642,4.9572,-1.4345
2025105,357186846,2733576679,4.7525,-1.5591
2025106,383828310,2754326369,4.7458,-1.5615
2025107,352042890,2799363828,4.9309,-1.4347
2025108,359262232,2819783316,4.8236,-1.5305
2025109,398851460,2798817511,4.6475,-1.6506
2025110,364932922,2817720121,4.9498,-1.5488
2025111,366420958,2846924292,5.0367,-1.4636
2025112,398243350,2882384020,4.9643,-1.4346
2025113,376311750,2931095408,4.9891,-1.4344
2025114,306235982,2942942799,4.8463,-1.5789
2025115,330722178,2797883669,4.5598,-1.6913
2025116,363037044,2802882002,4.7626,-1.5802
2025117,389301568,2819850462,4.7777,-1.5757
2025118,357347556,2840423562,4.9179,-1.5433
2025119,364080712,2819294293,4.5880,-1.6545
2025120,385873150,2880926922,5.2139,-1.4331
2025121,354466956,2847262236,4.6205,-1.6679
2025122,363694232,2875067397,4.8467,-1.5192
2025123,386747886,2875974569,4.7356,-1.6127
2025124,354991248,2871762236,4.7625,-1.6203
2025125,358732158,2821493961,4.5976,-1.6756
2025126,399441700,2846957929,4.9116,-1.5392
2025127,360915142,2849527123,4.7389,-1.6078
2025128,371066844,2840807340,4.6500,-1.6403
2025129,403899176,2822006563,4.7016,-1.6386
2025130,377466594,2776600809,4.5895,-1.6815
2025131,385122072,2798991596,4.9067,-1.5563
2025132,409235610,2810082951,4.7784,-1.5859
2025133,363914948,2738063876,4.6197,-1.6850
2025134,374640566,2723830474,4.7232,-1.6387
2025135,400247838,2742951835,4.8606,-1.5580
2025136,361034006,2583189299,4.7385,-1.6901
2025137,364942202,2563690940,4.7077,-1.6477
2025138,396317254,2620027948,5.0600,-1.4340
2025139,358264332,2655816573,4.9146,-1.4348
2025140,362437084,2690606470,4.9501,-1.4357
2025141,390055596,2697873796,4.8160,-1.5991
2025142,353205678,2743073255,5.0525,-1.4339
2025143,357498010,2766563293,4.9510,-1.5445
2025144,379272340,2736534730,4.6983,-1.6487
2025145,356306424,2711897665,4.7884,-1.6475
2025146,365633358,2718302859,4.7220,-1.6000
2025147,392695744,2654856315,4.6778,-1.6764
2025148,353582370,2669426999,4.7928,-1.5768
2025149,355328424,2655142533,4.7319,-1.6368
2025150,388447078,2673213583,4.7555,-1.5617
2025151,369383528,2688298050,4.7947,-1.5628
2026001,348080190,2718022399,4.8811,-1.4619
2026002,377330734,2717326577,4.7949,-1.6152
2026003,352267432,2761523177,4.9449,-1.4346
2026004,361167416,2782271788,4.8333,-1.5080
2026005,387903486,2821524165,5.1227,-1.4336
2026006,352228044,2880241083,4.9350,-1.4347
2026007,360236814,2890464389,4.7511,-1.5845
2026008,388652642,2921931052,4.9330,-1.5063
2026009,347159860,2924245047,4.6756,-1.6095
2026010,358486254,2865932466,4.6047,-1.6778
2026011,394441490,2925771107,5.1131,-1.4337
2026012,358422924,2925358915,4.8376,-1.6147
2026013,380549690,2961315457,4.9796,-1.4663
2026014,386492580,2876368081,4.8051,-1.6665
2026015,359738534,2851368081,4.9425,-1.5703
2026016,364669398,2811368081,4.6159,-1.6786
2026017,387896530,2781368081,4.9133,-1.6068
2026018,365733450,2751368081,4.6775,-1.6843
2026019,428387634,2716368081,4.7765,-1.6224
2026020,381989060,2712273374,5.6253,-1.4305
2026021,351619166,2682273374,4.9923,-1.5981
2026022,380507698,2652273374,4.7616,-1.6396
2026023,361967792,2592273374,4.7235,-1.6820
2026024,370443834,2588926159,5.4976,-1.4311
2026025,404403816,2553926159,4.8055,-1.6241
2026026,377828982,2518926159,4.7228,-1.6537
2026027,397777968,2428784926,4.7198,-1.7531
2026028,425241582,2403784926,4.8433,-1.5612
2026029,390925844,2383784926,4.9142,-1.5898
2026030,401991268,2358784926,5.1536,-1.5696
2026031,430685136,2308784926,4.6646,-1.6940
2026032,392702390,2278784926,5.0277,-1.5840
2026033,397739574,2203784926,4.7321,-1.6817
2026034,425726210,2138784926,4.6957,-1.6801
2026035,389527084,2108784926,4.7866,-1.5953
2026036,398552206,2063784926,4.6583,-1.6785
2026037,398672542,1973841973,4.4971,-1.9204
2026038,382309000,1933841973,4.8040,-1.6485
2026039,393444014,1934981238,5.0019,-1.4344
2026040,421923472,1869981238,4.7743,-1.6563
2026041,396284492,1799981238,4.7560,-1.6736
2026042,400801534,1729981238,4.6374,-1.6774
2026043,423102342,1649981238,4.5977,-1.6968
2026044,395282770,1619981238,5.0410,-1.5857
2026045,395637026,1559981238,4.9468,-1.6471
2026046,425615512,1535111504,5.2194,-1.5171
2026047,383992530,1505111504,4.7082,-1.6288
2026048,381163108,1520262206,4.6204,-1.4332
2026049,378548054,1490262206,4.9635,-1.6061
2026050,368215788,1470262206,4.9727,-1.5903
2026051,386809756,1400262206,4.7255,-1.6756
2026052,417267288,1306883761,4.5420,-1.7644
2026053,395029142,1276883761,4.9138,-1.6031
2026054,391858874,1251883761,5.5592,-1.5196
2026055,422769486,1237107160,5.1164,-1.4338
2026056,391304582,1229771516,5.2825,-1.4327
2026057,397400020,1199771516,4.9681,-1.6073
2026058,425121686,1154771516,4.8843,-1.6313
2026059,392773558,1139990273,5.1573,-1.4334
2026060,398771788,1049990273,4.6655,-1.6887
2026061,429422172,1009990273,4.7924,-1.6528
2026062,402189304,909990283,4.4128,-1.8119
2026063,393294950,816837950,4.6999,-1.7166
2026064,427210484,741837950,4.8682,-1.6585
2026065,386314046,706837950,4.8540,-1.6066
2026066,392786646,671837950,4.9244,-1.6183
2026067,414869642,658469423,5.4166,-1.4321
2026068,379517740,588469423,4.7887,-1.6796
2026069,373992648,493183968,4.4928,-1.7434
2026070,398555946,438183968,4.6874,-1.6712
2026071,373089958,398183968,4.7450,-1.6676
2026072,377591844,378183968,4.9986,-1.5304
2026073,398594042,328183968,4.8412,-1.6535
2026074,370952514,308183968,5.1397,-1.5300
2026075,370657052,283183968,5.1334,-1.5546
2026076,382507054,292048181,4.7343,-1.5843
2026077,353662546,320076738,4.8961,-1.5181
2026078,355852948,285632700,4.6459,-1.6618
2026079,373452200,367458887,5.0216,-1.4342
2026080,344697650,384218118,4.8128,-1.5711
2026081,350765488,401606257,4.7948,-1.5431
2026082,375000824,409487566,4.7241,-1.5984
2026083,348240258,480802779,4.4009,-1.4345
2026084,348718788,480566551,4.7828,-1.6145
2026085,368292652,450096595,4.6117,-1.6677
2026086,345608568,463257269,4.7380,-1.5760
2026087,349545040,473791046,4.8114,-1.5870
2026088,373747432,442158322,4.4237,-1.8338
2026089,345041020,489539135,5.0320,-1.4340
2026090,348980318,545331466,5.0654,-1.4338
2026091,367362274,583235682,5.0621,-1.4339
2026092,339633672,571623532,4.8202,-1.6334
2026093,348046564,566415284,4.7138,-1.6278
2026094,373881722,616242219,4.9624,-1.4346
2026095,347737104,628888733,4.8051,-1.5770
2026096,344932190,654135395,4.8708,-1.5277
2026097,369897178,710238057,5.0076,-1.4343
2026098,337464770,711169786,4.7204,-1.6117
2026099,344486222,776452438,5.1047,-1.4335
